"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","X_COORD_CD","Y_COORD_CD","Latitude","Longitude"
"26087355","01/04/2007","00:01:00","BRONX","OUTSIDE","49","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1022083","251879","40.857952","-73.863232"
"80682809","09/11/2011","00:19:00","BRONX","OUTSIDE","49","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1020966","255829","40.868801","-73.86725"
"73617988","07/11/2010","00:43:00","BRONX","OUTSIDE","49","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1022930","253752","40.863081","-73.86016"
"73274426","06/17/2010","22:11:00","BRONX","OUTSIDE","49","0","STREET",,"1020443","254812","40.866001","-73.869143"
"71258746","02/11/2010","21:50:00","BRONX","OUTSIDE","49","0","DWELLING","MULTI DWELL - APT BUILD","1020673","255267","40.86725","-73.868309"
"54154418","11/18/2008","15:20:00","BRONX","INSIDE","49","0","COMMERCIAL","BEAUTY/NAIL SALON","1026943","256334","40.870159","-73.845634"
"92489484","09/07/2013","02:50:00","BRONX","OUTSIDE","49","0","STREET",,"1023727","250043","40.852898","-73.8573"
"89975647","04/06/2013","03:55:00","BRONX","OUTSIDE","49","0","STREET",,"1021712","253439","40.862228","-73.864563"
"219106024","10/12/2020","18:25:00","BRONX","OUTSIDE","49","0","STREET",,"1026773","256451","40.870472","-73.846249"
"253020831","10/24/2022","01:02:00","BRONX","INSIDE","49","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1024917","256706","40.871182","-73.852957"
"260524023","12/26/2022","21:08:00","BRONX","OUTSIDE","49","0","STREET",,"1027434","251387",,
"247290298","06/28/2022","21:10:00","BRONX","OUTSIDE","49","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1024461","256173","40.86972","-73.854609"
"246571021","06/13/2022","14:21:00","BRONX","OUTSIDE","49","0","STREET","MULTI DWELL - APT BUILD","1021438","252793","40.860455","-73.865559"
"276665996","10/28/2023","21:22:00","BRONX","INSIDE","50","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1009400","258135","40.875161","-73.909056"
"25078536","10/30/2006","22:00:00","BRONX","INSIDE","50","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1010207","258108","40.875092","-73.906142"
"80882603","09/25/2011","20:12:00","BRONX","OUTSIDE","50","0","STREET",,"1008952","257882","40.874475","-73.910681"
"73064786","06/06/2010","13:41:00","BRONX","OUTSIDE","50","0","TAXI/LIVERY",,"1011525","257977","40.87472","-73.901373"
"239212995","01/16/2022","00:20:00","BRONX","OUTSIDE","50","0","STREET",,"1011320","256042","40.86940911","-73.9021246"
"200365037","07/28/2019","04:00:00","BRONX","OUTSIDE","50","0","STREET",,"1011141","255864","40.868923","-73.902772"
"279121461","12/16/2023","22:00:00","BRONX","OUTSIDE","52","0","STREET",,"1009587","255119","40.86689","-73.908393"
"70874155","01/23/2010","05:17:00","BRONX","OUTSIDE","52","0","OTHER",,"1010833","253341","40.862006","-73.903896"
"71325495","02/12/2010","23:30:00","BRONX","OUTSIDE","52","0","STREET",,"1015435","257369","40.873038","-73.887237"
"54810801","12/11/2008","04:05:00","BRONX","OUTSIDE","52","0","STREET","BAR/NIGHT CLUB","1008757","253353","40.862045","-73.9114"
"36198365","12/08/2007","18:16:00","BRONX","OUTSIDE","52","0","STREET","MULTI DWELL - APT BUILD","1014486","254336","40.864725","-73.890684"
"32155724","06/08/2007","22:39:00","BRONX","OUTSIDE","52","0","PLAYGROUND",,"1016136","260623","40.88196644","-73.8846899"
"29174607","05/22/2007","16:30:00","BRONX","OUTSIDE","52","0","STREET",,"1018316","256674","40.87111952","-73.8768264"
"25240993","11/09/2006","04:18:00","BRONX","OUTSIDE","52","0","STREET","BAR/NIGHT CLUB","1008413","253284","40.861857","-73.912647"
"25544431","11/30/2006","23:00:00","BRONX","OUTSIDE","52","0","STREET",,"1011207","252824","40.86057702","-73.90254612"
"89986375","04/07/2013","16:56:00","BRONX","OUTSIDE","52","0","STREET",,"1014575","255027","40.86661266","-73.8903603"
"88037030","12/09/2012","02:27:00","BRONX","OUTSIDE","52","0","STREET","PVT HOUSE","1017783","256685","40.871152","-73.878751"
"81610457","11/08/2011","22:13:00","BRONX","OUTSIDE","52","0","STREET","MULTI DWELL - APT BUILD","1010492","252600","40.859966","-73.905132"
"82058169","12/06/2011","22:43:00","BRONX","OUTSIDE","52","0","STREET",,"1017768","261525","40.884446","-73.878782"
"75779627","11/30/2010","20:20:00","BRONX","INSIDE","52","0","STREET","MULTI DWELL - APT BUILD","1012886","253829","40.86333","-73.896468"
"78130348","04/07/2011","19:56:00","BRONX","OUTSIDE","52","0","STREET",,"1010675","253887","40.863499","-73.904463"
"74664983","09/18/2010","03:10:00","BRONX","INSIDE","52","0","DWELLING","MULTI DWELL - APT BUILD","1014160","255647","40.868318","-73.891857"
"73220802","06/15/2010","00:39:00","BRONX","OUTSIDE","52","0","STREET",,"1017024","258264","40.875489","-73.881488"
"174146095","01/28/2018","20:24:00","BRONX","OUTSIDE","52","0","STREET",,"1009423","252697","40.860235","-73.908996"
"186514854","08/16/2018","23:50:00","BRONX","OUTSIDE","52","0","STREET",,"1010455","254331","40.864716","-73.905256"
"156430716","09/03/2016","00:35:00","BRONX","OUTSIDE","52","0","STREET",,"1017478","256069","40.86947047705","-73.87986080373"
"153907002","06/10/2016","22:02:00","BRONX","OUTSIDE","52","0","STREET",,"1014612","255956","40.869164","-73.890219"
"138364633","08/23/2014","03:05:00","BRONX","OUTSIDE","52","0","STREET",,"1011443","253628","40.862785","-73.901688"
"93031135","10/10/2013","22:25:00","BRONX","OUTSIDE","52","0","STREET",,"1014090","254018","40.863854","-73.892117"
"235839217","11/02/2021","09:06:00","BRONX","OUTSIDE","52","0","STREET",,"1014486","254336","40.864717","-73.890683"
"250969763","09/12/2022","15:02:00","BRONX","OUTSIDE","52","0","STREET",,"1016869","256028","40.869352","-73.88206"
"247542074","07/04/2022","23:50:00","BRONX","OUTSIDE","52","0","STREET",,"1014314","254677","40.865655","-73.891302"
"246359108","06/08/2022","14:22:00","BRONX","OUTSIDE","52","0","STREET",,"1016542","257532","40.873484","-73.883235"
"244970465","05/12/2022","21:29:00","BRONX","OUTSIDE","52","0","STREET",,"1015090","254481","40.865114","-73.888498"
"244016643","04/22/2022","01:25:00","BRONX","OUTSIDE","52","0","STREET",,"1019758","259418","40.87864527","-73.87159798"
"243648758","04/14/2022","01:41:00","BRONX","OUTSIDE","52","0","STREET",,"1013789","254575","40.865376","-73.893201"
"239414903","01/19/2022","18:40:00","BRONX","OUTSIDE","52","0","STREET",,"1014703","256087","40.86952159","-73.8898927"
"190010957","11/14/2018","22:56:00","BRONX","OUTSIDE","52","0","STREET",,"1014000","255758","40.86862099","-73.89243596"
"242551329","03/23/2022","23:48:00","BROOKLYN","INSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990282","154635","40.591112","-73.978279"
"29246087","05/26/2007","21:26:00","BROOKLYN","OUTSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989372","155205","40.592685","-73.981557"
"26570236","01/29/2007","15:14:00","BROOKLYN","INSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","984421","148363","40.573906","-73.999385"
"138877650","09/26/2014","01:36:00","BROOKLYN","INSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","986947","149565","40.5772","-73.990289"
"45872837","04/21/2008","22:18:00","BROOKLYN","INSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","987061","148773","40.575023","-73.98988"
"32981965","07/06/2007","00:32:00","BROOKLYN","OUTSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989992","155381","40.593168","-73.979325"
"73517095","07/02/2010","14:17:00","BROOKLYN","OUTSIDE","60","0","STREET","COMMERCIAL BLDG","991878","153414","40.587767","-73.972536"
"59801053","03/22/2009","01:57:00","BROOKLYN","OUTSIDE","60","0","STREET","PVT HOUSE","983502","149473","40.576955","-74.002693"
"80017614","07/27/2011","21:51:00","BROOKLYN","OUTSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","984591","149217","40.576245","-73.998771"
"80064773","07/30/2011","23:25:00","BROOKLYN","OUTSIDE","60","0","PLAYGROUND",,"985121","149728","40.57764471","-73.99686453"
"89984908","04/04/2013","01:15:00","BROOKLYN","OUTSIDE","60","0","STREET",,"987007","149144","40.57604135","-73.99007546"
"144236081","07/04/2015","22:30:00","BROOKLYN","OUTSIDE","60","0","STREET",,"988800","150261","40.579107","-73.983618"
"145192983","08/10/2015","01:30:00","BROOKLYN","OUTSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","987061","148773","40.575023","-73.98988"
"94599944","01/24/2014","04:30:00","BROOKLYN","OUTSIDE","60","0","STREET",,"986258","148108","40.57319794","-73.99277199"
"95504867","03/22/2014","23:55:00","BROOKLYN","OUTSIDE","60","0","STREET",,"986209","153809","40.588846","-73.992946"
"95318078","03/11/2014","16:22:00","BROOKLYN","INSIDE","60","0","DWELLING",,"985008","148394","40.573992","-73.997272"
"159826972","01/01/2017","01:55:00","BROOKLYN","OUTSIDE","60","0","STREET",,"985599","148459","40.574162","-73.995142"
"153710640","06/05/2016","14:40:00","BROOKLYN","OUTSIDE","60","0","STREET",,"988922","149421","40.576801","-73.983181"
"214016091","06/09/2020","17:13:00","BROOKLYN","OUTSIDE","60","0","STREET",,"986544","148193","40.57343118","-73.99174247"
"298877583","01/03/2025","19:33:00","BROOKLYN","OUTSIDE","60","0","STREET",,"985975","148995","40.575643","-73.99379"
"245171561","05/16/2022","19:03:00","BROOKLYN","OUTSIDE","60","0","DWELLING","MULTI DWELL - APT BUILD","986770","148698","40.574818","-73.990926"
"185760787","07/28/2018","22:16:00","BROOKLYN","OUTSIDE","61","0","STREET",,"1001757","157836","40.599883","-73.936954"
"141078845","02/21/2015","04:18:00","BROOKLYN","OUTSIDE","61","0","STREET",,"991182","156700","40.59677879","-73.97503872"
"77144709","02/05/2011","03:40:00","BROOKLYN","OUTSIDE","61","0","STREET",,"995208","154165","40.589817","-73.960544"
"61826977","05/16/2009","22:05:00","BROOKLYN","OUTSIDE","61","0","STREET",,"1000109","157994","40.60031908","-73.94289066"
"62060278","05/24/2009","15:37:00","BROOKLYN","INSIDE","61","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1001791","155776","40.594238","-73.936841"
"282041195","02/10/2024","18:55:00","BROOKLYN","OUTSIDE","61","0","STREET",,"989992","155381","40.593168","-73.979325"
"261467498","01/05/2023","21:05:00","BROOKLYN","OUTSIDE","61","0","COMMERCIAL","LIQUOR STORE","998473","152622","40.585577","-73.948792"
"216458808","08/11/2020","21:30:00","BROOKLYN","OUTSIDE","61","0","VEHICLE",,"1002164","155040","40.59220703","-73.9354983"
"80858969","09/23/2011","00:04:00","BROOKLYN","OUTSIDE","62","0","STREET",,"987499","162411","40.612466","-73.988298"
"251570401","09/24/2022","12:45:00","BROOKLYN","INSIDE","62","0","DWELLING","MULTI DWELL - APT BUILD","986000","165615","40.621252","-73.993693"
"162792029","03/14/2017","05:53:00","BROOKLYN","INSIDE","62","0","DWELLING",,"989622","159779","40.605232","-73.980652"
"138256210","08/16/2014","16:26:00","BROOKLYN","OUTSIDE","62","0","PLAYGROUND",,"984423","157075","40.5978108","-73.99937703"
"88877544","01/28/2013","21:37:00","BROOKLYN","OUTSIDE","62","0","STREET",,"986543","157611","40.599284","-73.991742"
"86067428","08/02/2012","20:44:00","BROOKLYN","INSIDE","62","0","COMMERCIAL","DEPT STORE","984019","160116","40.60616","-74.000831"
"25754261","12/13/2006","23:06:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1007504","164278","40.617561","-73.91624"
"233942902","09/22/2021","08:29:00","BROOKLYN","OUTSIDE","63","0","COMMERCIAL","FAST FOOD","1006640","170333","40.634174","-73.919331"
"241681117","03/06/2022","03:27:00","BROOKLYN","OUTSIDE","63","0","STREET","BAR/NIGHT CLUB","1003359","164228","40.617425","-73.931167"
"84265674","04/18/2012","00:30:00","BROOKLYN","OUTSIDE","63","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1006751","170702","40.635188","-73.918929"
"193694862","02/17/2019","14:08:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1006877","169152","40.63094","-73.91848"
"156376380","09/01/2016","12:29:00","BROOKLYN","OUTSIDE","63","0","STREET","PVT HOUSE","1006255","163677","40.615905","-73.920738"
"140509775","01/11/2015","13:05:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1005737","169981","40.63320904","-73.92258571"
"138490904","09/01/2014","16:00:00","BROOKLYN","OUTSIDE","63","0","PLAYGROUND",,"1005244","169510","40.631919","-73.924363"
"139005059","10/03/2014","14:08:00","BROOKLYN","OUTSIDE","63","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1006047","171107","40.636309","-73.921464"
"87241709","10/15/2012","10:52:00","BROOKLYN","OUTSIDE","63","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1006423","170149","40.633678","-73.920112"
"65907092","09/19/2009","04:30:00","BROOKLYN","OUTSIDE","63","0","STREET","BAR/NIGHT CLUB","1004301","167786","40.627197","-73.927764"
"71115311","02/04/2010","08:00:00","BROOKLYN","OUTSIDE","63","0","STREET","MULTI DWELL - APT BUILD","1002893","164146","40.617209","-73.932847"
"55215083","12/27/2008","18:25:00","BROOKLYN","INSIDE","63","0","STREET","COMMERCIAL BLDG","1004513","165223","40.620162","-73.927008"
"63701791","07/12/2009","04:58:00","BROOKLYN","INSIDE","63","0","DWELLING","PVT HOUSE","1001528","167236","40.625685","-73.937755"
"183583892","06/07/2018","12:15:00","BROOKLYN","INSIDE","66","0","DWELLING","MULTI DWELL - APT BUILD","983041","171997","40.63877","-74.004355"
"239930941","01/31/2022","13:55:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1003542","180547","40.66221546","-73.93046373"
"23974385","08/20/2006","22:27:00","BROOKLYN","INSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","1006527","180138","40.661088","-73.919703"
"24378767","09/18/2006","16:05:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1004021","177805","40.654698","-73.928746"
"16895043","06/23/2006","21:15:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1006066","175631","40.64871627","-73.9213821"
"16733771","06/11/2006","23:40:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1006577","179262","40.65869","-73.91953"
"16631430","05/18/2006","20:16:00","BROOKLYN","OUTSIDE","67","0","STREET",,"996949","176623","40.651457","-73.954235"
"10619075","03/02/2006","01:50:00","BROOKLYN","OUTSIDE","67","0","COMMERCIAL","DRY CLEANER/LAUNDRY","997398","176827","40.652026","-73.952614"
"10713403","03/19/2006","03:00:00","BROOKLYN","OUTSIDE","67","0","STREET",,"997302","178005","40.65524963","-73.95296016"
"55041875","12/20/2008","13:30:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","999215","174385","40.64531049","-73.94607367"
"45926426","04/24/2008","22:55:00","BROOKLYN","OUTSIDE","67","0","STREET",,"997254","172106","40.639069","-73.953143"
"46696212","05/25/2008","21:50:00","BROOKLYN","OUTSIDE","67","0","STREET",,"997139","173523","40.64294775","-73.95355618"
"36361979","12/16/2007","02:22:00","BROOKLYN","OUTSIDE","67","0","STREET","GROCERY/BODEGA","1005192","180644","40.662487","-73.924517"
"38434922","01/26/2008","07:00:00","BROOKLYN","OUTSIDE","67","0","STREET","MULTI DWELL - APT BUILD","1006025","178256","40.655932","-73.92152"
"37806332","01/18/2008","08:23:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1003158","176704","40.651669","-73.931858"
"35652561","11/12/2007","14:19:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","998386","174638","40.646017","-73.949059"
"34010737","08/25/2007","02:36:00","BROOKLYN","OUTSIDE","67","0","STREET",,"996920","176967","40.65241","-73.954338"
"72445766","04/28/2010","15:25:00","BROOKLYN","OUTSIDE","67","0","STREET","RESTAURANT/DINER","997200","171875","40.638433","-73.953341"
"72839717","05/22/2010","18:40:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1005435","180851","40.663055","-73.92364"
"71516387","02/27/2010","20:25:00","BROOKLYN","OUTSIDE","67","0","COMMERCIAL","FAST FOOD","1006048","174255","40.644942","-73.92145"
"80549459","09/01/2011","18:15:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1002285","172675","40.640612","-73.935013"
"76711341","01/05/2011","16:38:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1004665","178139","40.655612","-73.926422"
"79023941","05/30/2011","02:35:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1006071","179856","40.660315","-73.921348"
"78638633","05/09/2011","23:50:00","BROOKLYN","INSIDE","67","0","COMMERCIAL","GAS STATION","1001992","171362","40.637009","-73.936075"
"78313026","04/19/2011","14:11:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1003915","177514","40.6539","-73.929129"
"77566263","03/04/2011","19:44:00","BROOKLYN","INSIDE","67","0","COMMERCIAL","GROCERY/BODEGA","1007577","176017","40.649775","-73.915934"
"75439787","11/07/2010","01:10:00","BROOKLYN","INSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","997703","178036","40.655336","-73.951513"
"75477411","11/09/2010","14:57:00","BROOKLYN","OUTSIDE","67","0","STREET","MULTI DWELL - APT BUILD","1006134","179536","40.659435","-73.921122"
"215871905","07/28/2020","19:57:00","BROOKLYN","OUTSIDE","67","0","STREET",,"997941","173589","40.64312771","-73.95066614"
"87234253","10/14/2012","16:00:00","BROOKLYN","OUTSIDE","67","0","STREET",,"997237","172337","40.63969229","-73.95320533"
"88225086","12/21/2012","10:25:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","1007629","176573","40.6513","-73.915745"
"87430926","10/25/2012","20:50:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1004203","178880","40.65764","-73.928083"
"83121695","02/11/2012","04:00:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1007465","177970","40.65513275","-73.91633251"
"246530275","06/11/2022","03:23:00","BRONX","OUTSIDE","48","0","PLAYGROUND",,"1013401","246752","40.84390423","-73.89464086"
"247290297","06/28/2022","20:52:00","BRONX","OUTSIDE","48","0","STREET",,"1017864","246089","40.84207","-73.87851"
"242393705","03/20/2022","21:08:00","BRONX","OUTSIDE","48","0","STREET","COMMERCIAL BLDG","1018422","245319","40.839953","-73.8765"
"236131895","11/10/2021","21:08:00","BRONX","OUTSIDE","48","0","STREET",,"1018767","244138","40.83671022","-73.87526025"
"292955427","09/08/2024","11:22:00","BRONX","INSIDE","49","0","COMMERCIAL","GROCERY/BODEGA","1027421","256008","40.869262","-73.84391"
"34795357","10/03/2007","19:41:00","BRONX","OUTSIDE","49","0","STREET",,"1024348","248492","40.848639","-73.855065"
"33074698","07/13/2007","23:51:00","BRONX","OUTSIDE","49","0","STREET","RESTAURANT/DINER","1024603","257351","40.872961","-73.854091"
"23974387","08/19/2006","05:05:00","BRONX","INSIDE","49","2","HOUSING","MULTI DWELL - APT BUILD","1022773","253075","40.861232","-73.86073"
"24626212","09/30/2006","22:05:00","BRONX","OUTSIDE","49","0","STREET","MULTI DWELL - APT BUILD","1021375","246471","40.843112","-73.86582"
"24565928","09/28/2006","22:03:00","BRONX","INSIDE","49","0","DWELLING","MULTI DWELL - APT BUILD","1023088","255044","40.866636","-73.859581"
"212170021","04/19/2020","17:35:00","BRONX","OUTSIDE","49","0","STREET",,"1021209","254201","40.864322","-73.866377"
"71722933","03/12/2010","03:12:00","BRONX","OUTSIDE","49","0","STREET",,"1026215","256827","40.871515","-73.848263"
"60097566","03/30/2009","23:58:00","BRONX","OUTSIDE","49","0","STREET",,"1024247","248915","40.8498","-73.855427"
"54715561","12/06/2008","02:59:00","BRONX","OUTSIDE","49","0","COMMERCIAL","BAR/NIGHT CLUB","1022950","254641","40.865529","-73.860083"
